Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Progress,Value
2013,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,113.3,113.3
2021,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,102.33,102.33
2017,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,101.28,101.28
2019,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,104.91,95.09
2012,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,115.02,115.02
2016,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,108.0,108.0
2018,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,107.27,92.73
2020,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,101.23,101.23
2022,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,108.19,108.19
2023,EU_XPD_LOCALGBPC,,,ES48034,PT,ES48034,102.41,102.41
2018,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,102.31,102.31
2021,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,107.32,92.68
2013,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,103.04,96.96
2014,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,106.97,93.03
2011,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,102.31,97.69
2022,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,101.07,101.07
2015,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,103.77,96.23
2016,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,109.58,90.42
2020,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,102.39,97.61
2010,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,108.07,91.93
2012,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,105.97,94.03
2019,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,100.0,100.0
2017,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,109.0,91.0
2023,EU_XPD_LOCALGBPC,,,ES20067,PT,ES20067,102.04,102.04
2015,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,107.72,107.72
2019,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,112.31,112.31
2011,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,101.61,98.39
2023,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,107.22,92.78
2010,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,100.73,99.27
2013,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,103.32,96.68
2021,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,106.76,106.76
2022,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,100.38,100.38
2020,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,105.37,94.63
2012,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,103.88,96.12
2016,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,113.29,113.29
2014,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,103.37,96.63
2017,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,114.24,114.24
2018,EU_XPD_LOCALGBPC,,,ES20066,PT,ES20066,108.96,108.96
2022,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,110.55,89.45
2016,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,106.65,106.65
2018,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,103.67,96.33
2013,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,105.93,94.07
2014,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,126.23,73.77
2020,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,136.88,63.12
2012,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,104.99,104.99
2021,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,130.36,69.64
2023,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,131.34,131.34
2017,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,100.5,100.5
2010,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,138.1,138.1
2015,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,119.55,119.55
2011,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,198.01,198.01
2019,EU_XPD_LOCALGBPC,,,ES01046,PT,ES01046,118.36,81.64
2011,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,112.79,87.21
2019,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,135.45,135.45
2023,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,162.16,162.16
2012,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,141.25,58.75
2020,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,105.37,94.63
2016,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,138.1,138.1
2015,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,154.35,154.35
2017,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,100.91,100.91
2010,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,147.19,147.19
2021,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,101.59,98.41
2014,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,103.56,96.44
2013,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,100.2,100.2
2022,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,110.62,110.62
2018,EU_XPD_LOCALGBPC,,,ES48079,PT,ES48079,128.68,128.68
2020,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,114.72,85.28
2012,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,106.34,106.34
2021,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,100.43,100.43
2010,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,119.41,119.41
2017,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,105.84,105.84
2014,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,117.4,117.4
2011,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,106.54,106.54
2015,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,107.6,107.6
2019,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,115.68,115.68
2016,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,104.69,104.69
2018,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,104.33,104.33
2013,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,120.8,120.8
2023,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,125.03,74.97
2022,EU_XPD_LOCALGBPC,,,ES20034,PT,ES20034,108.55,108.55
2015,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,109.75,109.75
2010,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,102.31,102.31
2017,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,100.38,99.62
2011,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,101.22,98.78
2014,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,100.27,100.27
2018,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,100.17,100.17
2013,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,102.88,97.12
2021,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,105.11,105.11
2019,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,100.16,100.16
2023,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,113.28,113.28
2012,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,109.02,90.98
2016,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,103.18,103.18
2020,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,103.38,96.62
2022,EU_XPD_LOCALGBPC,,,ES48029,PT,ES48029,115.7,115.7
2012,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,129.08,129.08
2017,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,112.93,112.93
2013,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,105.57,105.57
2023,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,102.48,102.48
2011,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,113.18,113.18
2010,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,149.42,149.42
2014,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,104.66,104.66
2018,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,121.92,121.92
2020,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,128.57999999999998,71.42
2022,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,107.09,107.09
2015,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,108.95,108.95
2016,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,112.27,112.27
2021,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,108.95,108.95
2019,EU_XPD_LOCALGBPC,,,ES48030,PT,ES48030,104.47,104.47
2014,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,131.06,131.06
2011,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,136.55,63.45
2010,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,100.77,100.77
2021,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,152.71,152.71
2018,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,100.66,99.34
2019,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,111.52,111.52
2023,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,100.67,100.67
2017,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,106.69,93.31
2015,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,100.0,100.0
2012,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,107.87,107.87
2013,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,111.67,111.67
2016,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,146.07,146.07
2020,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,105.56,105.56
2022,EU_XPD_LOCALGBPC,,,ES20035,PT,ES20035,112.91,112.91
2010,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,149.88,149.88
2011,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,144.24,144.24
2013,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,111.07,111.07
2020,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,125.8,74.2
2014,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,117.06,117.06
2012,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,109.09,109.09
2016,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,108.41,108.41
2018,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,107.01,92.99
2022,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,119.16,119.16
2019,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,110.53,89.47
2017,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,114.26,114.26
2015,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,105.24,105.24
2021,EU_XPD_LOCALGBPC,,,ES48906,PT,ES48906,103.11,96.89
2020,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,125.32,74.68
2012,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,105.04,105.04
2017,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,106.27,106.27
2015,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,103.47,103.47
2023,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,107.38,107.38
2013,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,123.8,123.8
2021,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,112.25,87.75
2010,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,156.53,156.53
2014,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,107.56,107.56
2016,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,101.58,98.42
2018,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,116.89,83.11
2022,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,101.91,98.09
2011,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,103.02,96.98
2019,EU_XPD_LOCALGBPC,,,ES48035,PT,ES48035,110.39,110.39
2020,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,151.94,151.94
2016,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,106.49,106.49
2017,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,109.52,109.52
2015,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,118.34,118.34
2012,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,100.55,99.45
2010,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,152.9,152.9
2014,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,113.87,113.87
2022,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,109.27,109.27
2019,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,102.13,97.87
2023,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,125.84,125.84
2013,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,115.99,115.99
2021,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,101.71,98.29
2011,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,126.35,126.35
2018,EU_XPD_LOCALGBPC,,,ES20038,PT,ES20038,101.12,98.88
2023,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,136.38,136.38
2022,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,118.14,118.14
2017,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,106.32,106.32
2020,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,109.97,90.03
2014,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,103.21,96.79
2018,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,101.16,101.16
2015,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,106.88,106.88
2021,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,113.37,113.37
2016,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,108.54,108.54
2019,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,109.02,109.02
2012,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,103.21,103.21
2011,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,148.26,51.74
2010,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,138.89,61.11
2013,EU_XPD_LOCALGBPC,,,ES20037,PT,ES20037,115.79,115.79
2023,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,106.12,106.12
2014,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,113.0,113.0
2019,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,120.11,79.89
2013,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,110.79,110.79
2011,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,113.55,113.55
2021,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,104.99,104.99
2015,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,112.18,112.18
2010,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,150.13,150.13
2012,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,105.25,94.75
2016,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,105.45,94.55
2018,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,111.87,88.13
2020,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,115.49,84.51
2022,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,109.27,109.27
2017,EU_XPD_LOCALGBPC,,,ES48036,PT,ES48036,105.44,94.56
2018,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,113.88,86.12
2011,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,107.15,107.15
2010,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,127.38,127.38
2014,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,133.1,133.1
2019,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,103.55,96.45
2015,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,122.32,122.32
2013,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,107.25,107.25
2023,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,117.39,117.39
2021,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,102.08,102.08
2017,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,111.67,111.67
2012,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,116.38,116.38
2016,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,116.93,116.93
2020,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,100.33,99.67
2022,EU_XPD_LOCALGBPC,,,ES48037,PT,ES48037,129.68,129.68
2022,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,101.69,98.31
2014,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,125.53,125.53
2011,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,119.99,80.01
2019,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,111.22,88.78
2010,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,134.73,134.73
2013,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,118.45,118.45
2021,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,100.22,99.78
2017,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,102.6,102.6
2023,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,120.83,120.83
2015,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,142.05,142.05
2012,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,110.2,89.8
2016,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,109.62,90.38
2018,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,107.59,107.59
2020,EU_XPD_LOCALGBPC,,,ES48038,PT,ES48038,112.59,87.41
2018,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,120.96,120.96
2011,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,124.11,124.11
2010,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,169.63,169.63
2015,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,127.65,127.65
2017,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,131.69,131.69
2019,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,122.22,122.22
2023,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,135.53,135.53
2021,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,106.76,93.24
2012,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,139.42,139.42
2014,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,125.4,125.4
2016,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,106.09,93.91
2020,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,132.14,132.14
2022,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,125.4,125.4
2013,EU_XPD_LOCALGBPC,,,ES48039,PT,ES48039,137.27,137.27
2018,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,106.53,93.47
2010,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,112.59,87.41
2014,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,104.45,104.45
2021,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,119.61,119.61
2016,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,106.36,106.36
2011,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,125.48,74.52
2019,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,109.69,109.69
2023,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,109.07,109.07
2015,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,108.89,108.89
2017,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,110.95,110.95
2012,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,148.27,148.27
2020,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,104.43,95.57
2022,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,118.32,118.32
2013,EU_XPD_LOCALGBPC,,,ES48040,PT,ES48040,113.58,113.58
2018,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,123.98,123.98
2010,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,174.41,174.41
2013,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,124.33,124.33
2023,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,104.75,95.25
2021,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,103.87,103.87
2011,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,114.77,114.77
2019,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,100.59,100.59
2012,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,107.45,107.45
2014,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,107.99,107.99
2016,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,112.65,87.35
2020,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,121.01,78.99
2022,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,115.96,84.04
2015,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,103.07,103.07
2017,EU_XPD_LOCALGBPC,,,ES48041,PT,ES48041,113.64,113.64
2013,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,118.69,118.69
2023,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,101.1,98.9
2016,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,115.6,115.6
2015,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,116.0,116.0
2010,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,106.55,93.45
2012,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,178.81,21.19
2014,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,120.65,120.65
2018,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,106.32,106.32
2020,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,103.0,103.0
2022,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,118.68,118.68
2017,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,108.06,91.94
2011,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,179.01999999999998,20.98
2021,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,101.15,98.85
2019,EU_XPD_LOCALGBPC,,,ES20907,PT,ES20907,101.63,101.63
2023,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,105.22,105.22
2016,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,101.72,101.72
2021,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,110.23,89.77
2011,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,102.15,97.85
2019,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,101.58,98.42
2017,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,102.73,102.73
2015,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,106.43,93.57
2013,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,104.34,95.66
2010,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,115.87,115.87
2012,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,100.52,99.48
2014,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,106.35,106.35
2018,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,116.43,83.57
2020,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,109.39,90.61
2022,EU_XPD_LOCALGBPC,,,ES48046,PT,ES48046,120.85,79.15
2020,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,108.5,108.5
2016,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,102.59,97.41
2013,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,106.81,93.19
2012,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,119.2,80.8
2015,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,110.0,110.0
2023,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,105.2,105.2
2010,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,109.29,109.29
2017,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,100.87,100.87
2011,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,113.99,86.01
2014,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,105.24,94.76
2019,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,102.15,97.85
2022,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,116.23,116.23
2018,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,101.91,101.91
2021,EU_XPD_LOCALGBPC,,,ES20039,PT,ES20039,107.26,107.26
2022,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,107.93,92.07
2014,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,100.95,100.95
2019,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,109.77,109.77
2021,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,106.57,93.43
2015,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,108.05,108.05
2013,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,102.55,97.45
2017,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,104.86,104.86
2010,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,126.52,126.52
2012,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,122.3,77.7
2016,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,101.09,101.09
2018,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,113.93,113.93
2020,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,100.34,99.66
2023,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,106.85,93.15
2011,EU_XPD_LOCALGBPC,,,ES48044,PT,ES48044,102.19,97.81
2010,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,104.49,95.51
2013,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,102.42,97.58
2019,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,116.21,83.79
2021,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,119.36,80.64
2011,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,123.94,76.06
2017,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,146.95,146.95
2023,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,170.88,170.88
2015,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,101.11,98.89
2012,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,106.38,106.38
2014,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,110.08,110.08
2016,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,100.17,100.17
2018,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,118.35,81.65
2020,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,112.93,87.07
2022,EU_XPD_LOCALGBPC,,,ES48047,PT,ES48047,156.57999999999998,43.42
2015,EU_XPD_LOCALGBPC,,,ES48042,PT,ES48042,131.13,131.13
